property_id,city,latitude,longitude,rooms,square_meters,floor_value,floor_count,building_type,build_year,centre_distance,listing_type,price
a95911248fe1ec7add203799bd61413e,wroclaw,51.1252208,16.9680536,2.0,49.4,2.0,10.0,blockOfFlats,1984.0,4.6,sale,539000
f4651788ac8813328fb2e7e35985dddc,wroclaw,51.1259711,17.0523309,3.0,52.34,2.0,3.0,tenement,1930.0,2.31,sale,679000
0f50111cbde5f8cb29c79b5789aff39c,wroclaw,51.091016,16.992072,2.0,59.24,1.0,3.0,tenement,1934.0,3.42,sale,690000
060beb0d3aadfdbdf4c9cfa6968f77ac,wroclaw,51.1243,16.9623,2.0,47.0,6.0,6.0,blockOfFlats,1970.0,4.95,sale,599999
2c1182af984553ef5784d62d65bd1631,wroclaw,51.1220467,17.0544595,2.0,62.0,4.0,4.0,tenement,1920.0,2.13,sale,600000
240a64ca9d452f26f021f3dd238091c2,wroclaw,51.1556094,16.9015836,2.0,50.0,2.0,4.0,blockOfFlats,2018.0,10.25,sale,650000
24a54db39db4929b88b313e33febe241,wroclaw,51.1211,17.031,3.0,55.74,2.0,6.0,tenement,1890.0,1.16,sale,691000
23b7823f0eccbe6d67df88938164307c,wroclaw,51.1001,16.95172,2.0,52.8,2.0,4.0,apartmentBuilding,2012.0,5.58,sale,660000
0d7b10353a3951eec61dd7a4e71e2c4d,wroclaw,51.1049417,17.0118099,1.0,28.0,1.0,6.0,blockOfFlats,2018.0,1.41,sale,549000
466139a6bc5a5a36bfcf47ed98b9a020,wroclaw,51.05836,17.06028,2.0,48.27,3.0,3.0,blockOfFlats,2013.0,6.2,sale,676000
9c2b4b35bb65c31c7a34050f8b2eb343,wroclaw,51.10215,17.00976,3.0,73.27,2.0,4.0,tenement,1930.0,1.69,sale,729000
101120b0728272a35e2f5518358ad863,wroclaw,51.0756442,17.0411497,3.0,57.0,5.0,10.0,blockOfFlats,1975.0,3.98,sale,784000
09732818ab0a3fa611a003c22dd19dc6,wroclaw,51.1401675,17.0228198,4.0,80.0,5.0,10.0,blockOfFlats,1985.0,3.31,sale,900000
c0a3b58f3325b72835962cb8bf522d68,wroclaw,51.0756442,17.0411497,3.0,63.0,10.0,11.0,blockOfFlats,1989.0,3.98,sale,750000
87b4fc7124698346edb92958c9165c94,wroclaw,51.07849,17.04639,3.0,59.58,10.0,10.0,blockOfFlats,1981.0,3.76,sale,659999
af089ef3844e750810821befec6c3e27,wroclaw,51.1213363,17.0322687,2.0,61.0,4.0,6.0,tenement,1905.0,1.2,sale,630000
0387ddb84a755e35818b51fc9db51870,wroclaw,51.1033,17.1609,3.0,60.09,1.0,2.0,blockOfFlats,2011.0,9.19,sale,699000
f194e166ac75621562134809d3887b34,wroclaw,51.1401675,17.0228198,3.0,54.0,1.0,4.0,blockOfFlats,1979.0,3.31,sale,759000
f6ac07499bfcf88f5fe740cfb108e2c6,wroclaw,51.11095877,17.03362369,2.0,44.0,3.0,4.0,tenement,1950.0,0.27,sale,695000
bf08d50e73f7a832ef81636892479bda,wroclaw,51.15742,16.92714,1.0,34.5,3.0,4.0,blockOfFlats,2006.0,8.85,sale,455000
9fa000088442e1dc658447ef5a5b8811,wroclaw,51.123858,17.0448522,2.0,42.6,6.0,7.0,blockOfFlats,2000.0,1.8,sale,689000
74c2fe0466c578c0f703f91c9b16ae28,wroclaw,51.14172,17.09232,3.0,57.5,1.0,3.0,blockOfFlats,1950.0,5.56,sale,697000
03335ddeb15b010302c8895cef5dc4f6,wroclaw,51.1230931,16.9621827,1.0,34.0,4.0,11.0,blockOfFlats,1985.0,4.92,sale,425000
93445f2a20dac196969ebf7144584df3,wroclaw,51.0893211,17.0159984,3.0,88.61,8.0,8.0,apartmentBuilding,2023.0,2.56,sale,1485600
b35f36d6a9fd9bfbaf05b2cbde7bf0f4,wroclaw,51.1409538,17.1373786,2.0,41.43,2.0,2.0,apartmentBuilding,2023.0,8.23,sale,607000
e24c7b4f29dfe37ef9191071aeead5cd,wroclaw,51.1160992,17.12985,4.0,67.0,1.0,3.0,blockOfFlats,2023.0,7.01,sale,1100000
268d8644265d78aedb074d16421a1925,wroclaw,51.1160992,17.12985,2.0,38.0,1.0,3.0,blockOfFlats,2023.0,7.01,sale,645000
cd2f313f5aca96d0622ab1aff876f9bf,wroclaw,51.1213205,17.0433971,2.0,46.0,1.0,4.0,apartmentBuilding,2020.0,1.52,sale,1050000
4a7584d37cad60e4bb3d8e804f8dbe4f,wroclaw,51.11613259,17.05720425,1.0,26.0,1.0,4.0,blockOfFlats,1962.0,2.01,sale,480000
4894c2a42305267c53bd32905a712abd,wroclaw,51.0624891,16.9825464,3.0,67.58,2.0,3.0,blockOfFlats,2006.0,6.29,sale,875000
c524de8756b5eda22fb2a3d3e42e7a5d,wroclaw,51.1216,17.0543,2.0,50.3,1.0,4.0,apartmentBuilding,2018.0,2.1,sale,754000
4f3605795b473cbb3680edf9bf57ea88,wroclaw,51.0895777,17.038944,3.0,73.0,1.0,4.0,tenement,1905.0,2.43,sale,750000
5dba896af6ff71336755f5a9f7e46bdf,wroclaw,51.120355,16.9285705,1.0,32.0,2.0,3.0,apartmentBuilding,2012.0,7.15,sale,445000
d44040a5c52015564c2b46534d8e0314,wroclaw,51.0999557,17.01953479,3.0,74.7,1.0,6.0,blockOfFlats,1997.0,1.39,sale,800000
c25ceba320e4ccdc24241f56190a3597,wroclaw,51.1041535,17.0445558,3.0,53.2,1.0,3.0,tenement,1880.0,1.26,sale,680000
8445a4efe4d38485ab4f53de0598f4bf,wroclaw,51.1370023482177,16.9730436442838,3.0,63.0,1.0,4.0,blockOfFlats,1984.0,4.92,sale,649000
3ee4ca1f047a00ccb515c4407bc3bf5a,wroclaw,51.1198,17.0483,2.0,51.19,2.0,5.0,tenement,1945.0,1.64,sale,799000
0a5b5e0cf74c6de99efd7e1b8d78f40f,wroclaw,51.1020935,17.0492722,4.0,71.0,3.0,4.0,tenement,1910.0,1.66,sale,700000
d7b3b7b8e77dc60d51debb965c0de44e,wroclaw,51.0893211,17.0159984,3.0,48.0,6.0,10.0,blockOfFlats,1975.0,2.56,sale,678000
8f6fbb3fa80dd654c53f6218d280e155,wroclaw,51.163434,17.1277618,2.0,48.0,3.0,3.0,blockOfFlats,1992.0,9.01,sale,549000
e01c4f2dcebc95ca3f62424874089979,wroclaw,51.0647504,16.992106,2.0,48.0,2.0,3.0,blockOfFlats,2014.0,5.75,sale,689000
73a13fa75bb37b69d6ceed15055dbcd5,wroclaw,51.0521,17.0602,3.0,73.2,1.0,3.0,blockOfFlats,2009.0,6.85,sale,799000
389c01dc5a3c566b65b172d4d3e6e053,wroclaw,51.1389665,17.0492602,3.0,57.0,3.0,11.0,blockOfFlats,1977.0,3.42,sale,600000
4648fd98710c92b7eb9b37b489a74a47,wroclaw,51.1048,17.031,3.0,55.0,1.0,3.0,blockOfFlats,2019.0,0.66,sale,670000
cd26ed73a67e21de86339e725ed43590,wroclaw,51.1540665,17.0471914,4.0,73.22,3.0,5.0,blockOfFlats,2019.0,4.97,sale,960000
b53d4a7c40be1c05bc74f314a6fa03e2,wroclaw,51.1020879,16.9468953,3.0,64.4,2.0,4.0,blockOfFlats,2014.0,5.87,sale,769900
43de33f2897b663ecbcd239ec042aba0,wroclaw,51.0971913,17.0089507,3.0,45.0,1.0,4.0,blockOfFlats,1974.0,2.09,sale,649000
37cdd72a3b85c642532582049d73e92e,wroclaw,51.0900186,17.0146923,2.0,61.7,4.0,5.0,blockOfFlats,2008.0,2.53,sale,755000
70f0c28d5cf285e4672e85b0a12deb8c,wroclaw,51.0564901,17.0552568,2.0,50.46,1.0,4.0,apartmentBuilding,2020.0,6.28,sale,679000
914790513b5bdbfdbb1514b259ce5fb8,wroclaw,51.0670921,16.9964144,6.0,135.5,6.0,6.0,apartmentBuilding,2014.0,5.38,sale,1589000
2c97461801ada56284c0e383e951ef97,wroclaw,51.101719,17.046855,2.0,53.64,1.0,4.0,tenement,1940.0,1.55,sale,499000
8c801bdb7f6ec429bb6ffae8dea2bde8,wroclaw,51.10729314,17.02709198,2.0,67.0,2.0,4.0,tenement,1937.0,0.42,sale,799000
ee5f03dcf41ba7f7c5696fe8046e0156,wroclaw,51.0779689,17.0176774,2.0,55.0,1.0,2.0,blockOfFlats,2010.0,3.74,sale,819300
a5479c19ade966a3beb7d398e7937339,wroclaw,51.0573,17.0541,2.0,38.2,1.0,4.0,apartmentBuilding,2023.0,6.18,sale,626000
390386272774781f267c875ff52012e0,wroclaw,51.10014,17.014389,4.0,73.0,1.0,10.0,blockOfFlats,1980.0,1.59,sale,800000
2d7780a698fd883b687377fc521d37a4,wroclaw,51.1538,16.9392,3.0,60.0,1.0,2.0,blockOfFlats,2014.0,7.93,sale,800000
bb2014e83a8ef27e1cae4f74bea405cf,wroclaw,51.1137,17.0555,3.0,75.5,1.0,4.0,blockOfFlats,1997.0,1.83,sale,999000
159ce41e7525aa2f82d0394129565364,wroclaw,51.1286097,16.9699669,3.0,59.5,9.0,10.0,blockOfFlats,1988.0,4.63,sale,750000
5b317105068e43e5db508fb66b6a5e25,wroclaw,51.1116759,17.0605103,3.0,63.0,3.0,5.0,blockOfFlats,1991.0,2.15,sale,779000
9d1d518bb9947099763adc33859692f6,wroclaw,51.1515525,17.0729966,2.0,30.0,2.0,3.0,blockOfFlats,1960.0,5.45,sale,439000
2e6d8080248751a205bb0851adcadaea,wroclaw,51.1243,16.9623,3.0,54.0,4.0,4.0,blockOfFlats,1990.0,4.95,sale,699000
3ee9bb90c3d142205bfee6fc4e8a2fde,wroclaw,51.1243,16.9623,2.0,50.0,5.0,10.0,blockOfFlats,1980.0,4.95,sale,600000
5aa5bbbbd40b646f9dc014f1c2be5cf4,wroclaw,51.1243,16.9623,2.0,55.0,1.0,6.0,blockOfFlats,1987.0,4.95,sale,635000
1099705dc5d3ab6f3082a9968727db27,wroclaw,51.1420876,16.9563417,2.0,55.0,8.0,12.0,blockOfFlats,1983.0,6.2,sale,683750
dd6516f5e52a6a6e13bbcaf5aff40301,wroclaw,51.099855,17.073985,2.0,35.0,3.0,3.0,blockOfFlats,2020.0,3.31,sale,698000
474134f6eece9e01848a197d7bd92064,wroclaw,51.0664749,16.993732,6.0,141.7,3.0,3.0,apartmentBuilding,2015.0,5.52,sale,1440000
f03baf6cd3613b705454f5c7292c1935,wroclaw,51.098294,17.054515,4.0,78.35,7.0,7.0,apartmentBuilding,2019.0,2.21,sale,1119000
1b76dc30c0d773c5d0b63218e81f1803,wroclaw,51.1011282,16.9990805,3.0,58.17,2.0,5.0,blockOfFlats,2010.0,2.39,sale,810000
284268d3d24239e2a590f15a8d0b4b68,wroclaw,51.1032363,17.0108377,3.0,74.0,2.0,4.0,tenement,1930.0,1.56,sale,729000
6770611a01d631df402ad320e55d1b56,wroclaw,51.1153,17.0552,2.0,46.0,1.0,6.0,tenement,1902.0,1.85,sale,513900
22ccb843fb2c287586faf338ff2d9ad2,wroclaw,51.1033271,17.0112328,3.0,73.27,2.0,5.0,tenement,1910.0,1.53,sale,729000
67539c6a17c34408630e3f4d24472acf,wroclaw,51.1604851,17.1329967,2.0,51.79,1.0,7.0,blockOfFlats,2016.0,9.08,sale,647375
c5f52d1a13315070792647f10468a84d,wroclaw,51.1165375,17.0524962,3.0,42.0,1.0,4.0,tenement,1923.0,1.71,sale,685000
bcb2704c37173693dc3c8a1aee6273ed,wroclaw,51.0700833,16.9837185,3.0,73.7,2.0,2.0,apartmentBuilding,2019.0,5.55,sale,1000000
e2b5a8bf1bbbdce99d3a0f144a7e8749,wroclaw,51.1094543,17.0313322,2.0,58.6,4.0,6.0,apartmentBuilding,2008.0,0.18,sale,1219000
2b86a73976f59f3e1658131be4f803d6,wroclaw,51.08404,17.056704,2.0,43.0,5.0,6.0,apartmentBuilding,2019.0,3.51,sale,667000
8b4edae0335fc10d66d8cd2723db7d1c,wroclaw,51.1047,17.0214,1.0,27.0,5.0,10.0,blockOfFlats,1977.0,0.89,sale,409000
3e8decd9be4ff2e39e52728294baa3b4,wroclaw,51.1367,16.968,3.0,63.26,4.0,10.0,blockOfFlats,1983.0,5.19,sale,698000
b69aaa2c4168f1c8c724d6a76463f547,wroclaw,51.1136207,17.0238817,2.0,46.0,6.0,17.0,apartmentBuilding,2018.0,0.53,sale,870000
2b5b2c6ae34ba0f303eb4179e29d8cb8,wroclaw,51.12671438,17.05322526,2.0,63.0,3.0,4.0,tenement,1905.0,2.42,sale,589000
3fa6affdceab1d5162dcbe0ed079ca70,wroclaw,51.0905920940237,17.0059884302942,3.0,50.0,3.0,3.0,tenement,1937.0,2.79,sale,849000
ffcc3a6dcb9978cee5a246c736cc2643,wroclaw,51.1130817,17.0345713,2.0,40.0,1.0,4.0,tenement,1920.0,0.43,sale,650000
29d7fcb0337285f860557a9aff8b761f,wroclaw,51.156974,17.0368205,2.0,49.0,2.0,4.0,blockOfFlats,2001.0,5.17,sale,577000
81b934b2ec068dbabcf9e8958333b360,wroclaw,51.1169,17.015,2.0,35.5,1.0,4.0,blockOfFlats,1970.0,1.24,sale,519000
2c4750fef64e1c4f65340d440d0cc6fb,wroclaw,51.0586353,17.0527136,3.0,68.8,3.0,4.0,blockOfFlats,2022.0,6.01,sale,819000
cac7b3cbc2d2503740ccbc0097fa2c65,wroclaw,51.1020802,16.9482988,3.0,71.5,3.0,4.0,blockOfFlats,1994.0,5.77,sale,790000
9fb0b11abb1d5b9307d8b9844cfc3f5c,wroclaw,51.0893211,17.0159984,2.0,39.0,4.0,9.0,blockOfFlats,1980.0,2.56,sale,635000
9059626a493440db9dc3c72b09fc4f45,wroclaw,51.0751228,17.0828686,3.0,47.0,1.0,3.0,tenement,1930.0,5.42,sale,530000
90bd240ea3a1f493d4a3fdba6d17c902,wroclaw,51.12281598,17.0361212,2.0,49.1,2.0,6.0,blockOfFlats,1990.0,1.42,sale,685000
e8b97d966d8b75c9374a42d5095a9e3c,wroclaw,51.1484,17.1129,2.0,45.57,2.0,4.0,blockOfFlats,2005.0,7.16,sale,499000
fc827f731bc298665c6345068b45bbe2,wroclaw,51.11979686,17.03993797,2.0,54.5,2.0,4.0,tenement,1920.0,1.23,sale,659000
fcfca1c7b20bb26bc5c7cade98645509,wroclaw,51.10230372,17.00185206,5.0,94.0,7.0,7.0,apartmentBuilding,2007.0,2.16,sale,1225000
d42f3e5c9d8adb72721f80486d2f0cef,wroclaw,51.1036,17.0068,1.0,25.4,1.0,6.0,apartmentBuilding,2017.0,1.79,sale,469000
43cebd9b242e08e7eb19a221e940e6a4,wroclaw,51.0996731,17.0150782,3.0,54.0,7.0,10.0,blockOfFlats,1980.0,1.6,sale,627500
4ada25ca351e5b4786dcc61acb002957,wroclaw,51.0756442,17.0411497,2.0,54.0,3.0,5.0,blockOfFlats,1990.0,3.98,sale,640000
bb72d6c6a31390dc3090d8776a3b69c6,wroclaw,51.1220467,17.0544595,2.0,41.0,4.0,4.0,tenement,1910.0,2.13,sale,609000
26d899d16b7a9609ea7866429d69dbb0,wroclaw,51.1012991,17.049343,2.0,55.0,4.0,6.0,blockOfFlats,2006.0,1.72,sale,750000
ea48629873e53e113cab7f8dc542400a,wroclaw,51.12539789,16.96433544,2.0,54.5,1.0,6.0,blockOfFlats,1987.0,4.85,sale,629000
b9443fa595c6e134e374a1ed84cd2cad,wroclaw,51.100748,17.0356885,5.0,92.0,3.0,4.0,tenement,1930.0,1.18,sale,1101000
ff6ce254433f09a8f525fed1e0e02cdd,wroclaw,51.1445494,17.1286337,2.0,40.76,4.0,8.0,blockOfFlats,2001.0,7.86,sale,569000
658535dc79e6473d76953c85c183913d,wroclaw,51.1092344,17.0251985,2.0,36.0,3.0,4.0,tenement,1950.0,0.36,sale,601000
e2793b8b423a2231e8aa40bfd9526afe,wroclaw,51.09360431,16.9896698,3.0,54.0,7.0,10.0,blockOfFlats,1980.0,3.39,sale,628000
424a4416c026253f273c4a278f0774b1,wroclaw,51.1094543,17.0313322,2.0,36.88,2.0,5.0,tenement,1957.0,0.18,sale,549000
9f99462fc2af50dde7a74117bcc3f671,wroclaw,51.1271528,16.9622172,4.0,87.0,5.0,8.0,blockOfFlats,1987.0,5.06,sale,899000
7d01e9f1f21abda7d81ca2813230fc2a,wroclaw,51.117263,16.953252,2.0,48.8,3.0,10.0,blockOfFlats,1980.0,5.39,sale,575000
fabd3d6cb83c65292330fa4e5242bebf,wroclaw,51.1459,16.9509,1.0,30.0,3.0,4.0,apartmentBuilding,2023.0,6.75,sale,475000
4657315697625ee46215983a97920ddb,wroclaw,51.0617708,17.0754612,1.0,32.0,1.0,2.0,blockOfFlats,2021.0,6.31,sale,439000
3e988d9ef2090ebfedc4899074011858,wroclaw,51.11644143,16.99595691,1.0,26.2,7.0,12.0,apartmentBuilding,2022.0,2.45,sale,469000
338e17833cec1e2e0988119407f5f6ac,wroclaw,51.1129676,17.1139537,2.0,43.0,2.0,3.0,blockOfFlats,2014.0,5.88,sale,680000
04fbff771ec5adf3ec3040f7194e1b20,wroclaw,51.1253602,16.9706521,2.0,54.5,1.0,6.0,blockOfFlats,1987.0,4.44,sale,635000
3cfb2b4eb92718b139edb925d565a94b,wroclaw,51.09360431,16.9896698,2.0,48.0,1.0,3.0,tenement,1930.0,3.39,sale,596700
b728a8c643be34b2a16df0b84913267d,wroclaw,51.11525537,17.06612519,2.0,41.0,3.0,5.0,tenement,1930.0,2.59,sale,519000
3c889608a906c5626601f4cbefd2474a,wroclaw,51.0546,17.0589,2.0,34.0,2.0,2.0,blockOfFlats,2017.0,6.56,sale,549000
e79ba2c602e78addd7bc56f76d31bc68,wroclaw,51.120695,17.0381487,2.0,41.2,3.0,3.0,tenement,1900.0,1.26,sale,610000
ff8665498dc351a7738a2e2d2bf60723,wroclaw,51.1144,16.9529,3.0,58.0,1.0,4.0,blockOfFlats,1970.0,5.38,sale,790000
689495eccde85d9eadbad9e7d6046581,wroclaw,51.0921,17.0221,2.0,46.2,3.0,4.0,blockOfFlats,1983.0,2.14,sale,607000
f11ecc0cf5de7d47e284043fa5992bf9,wroclaw,51.12147074,17.03459304,2.0,42.0,1.0,4.0,blockOfFlats,2015.0,1.24,sale,840000
17f791f4ccd254ce1afd0e345bc4e412,wroclaw,51.1213363,17.0322687,3.0,60.92,1.0,3.0,tenement,1950.0,1.2,sale,609200
e2b91532d645fcc44cdf3a4f760bc81c,wroclaw,51.1213363,17.0322687,3.0,59.51,2.0,3.0,tenement,1950.0,1.2,sale,595100
307b08326f5348123aade7c4afefe021,wroclaw,51.1213363,17.0322687,3.0,77.41,1.0,3.0,tenement,1950.0,1.2,sale,774100
6973419dfa54806eaba3576279589428,wroclaw,51.1213363,17.0322687,2.0,53.91,2.0,3.0,tenement,1950.0,1.2,sale,539100
0b0934155d929698d80e250719ae388c,wroclaw,51.1213363,17.0322687,3.0,80.75,3.0,3.0,tenement,1950.0,1.2,sale,807500
444ba81bed5cd0caa8f063fb9d6fdc4e,wroclaw,51.1213363,17.0322687,3.0,80.39,1.0,3.0,tenement,1950.0,1.2,sale,803900
d55fdbf0d26517c021b208ff73872f5e,wroclaw,51.06613,16.99715,3.0,65.0,3.0,3.0,apartmentBuilding,2004.0,5.46,sale,795000
a89ae3b5c5062d82a4d2555534316734,wroclaw,51.10306,17.03078,2.0,45.5,1.0,4.0,blockOfFlats,1970.0,0.85,sale,675000
e6bf7709dd2a30440f73e9bb9efc315e,wroclaw,51.1420876,16.9563417,3.0,75.0,2.0,12.0,blockOfFlats,2016.0,6.2,sale,1199000
a5c4987e7b432a81e61e36f16f18f59f,wroclaw,51.11368,16.94895,3.0,60.4,2.0,10.0,blockOfFlats,1980.0,5.65,sale,724500
b2efefa0c7324c1e50e0682988372f34,wroclaw,51.1170475,16.9506855,3.0,60.4,6.0,8.0,blockOfFlats,1983.0,5.57,sale,690000
c80da648dbc01027064a351edbc2078c,wroclaw,51.1,17.0074,2.0,37.0,3.0,5.0,tenement,1910.0,1.96,sale,460000
8b3a74b2f35408508df9b8c429de08d0,wroclaw,51.0656857,16.9885225,3.0,65.0,3.0,3.0,blockOfFlats,2004.0,5.78,sale,795000
42be16bad25c9839129cc648f70c0e5b,wroclaw,51.1169907,17.0087679,2.0,48.0,1.0,4.0,blockOfFlats,1973.0,1.63,sale,570000
6b43e5cbc3d97481208bc5808d203b6a,wroclaw,51.1417257,17.0923635,3.0,68.0,3.0,4.0,apartmentBuilding,2005.0,5.57,sale,779000
7365c30ace6caf8970ecbd1a0801767d,wroclaw,51.1243,16.9623,3.0,59.0,5.0,10.0,blockOfFlats,1980.0,4.95,sale,759000
15ca44c5041d31a775b3c25f0f325699,wroclaw,51.1220467,17.0544595,2.0,49.0,2.0,4.0,tenement,1950.0,2.13,sale,650000
d8ad18fc5e0de36e3996896ef999a240,wroclaw,51.0893211,17.0159984,3.0,65.0,3.0,3.0,blockOfFlats,1968.0,2.56,sale,815000
e9d638d3dea61676ac5587cdfb20cbf2,wroclaw,51.0694,17.0119,3.0,80.7,2.0,2.0,blockOfFlats,2006.0,4.76,sale,890000
6f55fdb56b856bce468346f6802bfc60,wroclaw,51.1216363,17.0127629,1.0,27.0,2.0,4.0,blockOfFlats,1970.0,1.7,sale,450000
0dc4edcee64aca9a9b2ae203fc51e5f2,wroclaw,51.1034,17.0413,2.0,52.56,3.0,4.0,blockOfFlats,2020.0,1.14,sale,539900
90a62c9927ce59f2c5e048e3f75ee0bc,wroclaw,51.1273972,16.9638547,3.0,64.63,1.0,10.0,blockOfFlats,1990.0,4.96,sale,738500
cf58a60aeddd14137bfb94532c5e2095,wroclaw,51.0609,17.02385,2.0,50.0,1.0,2.0,apartmentBuilding,2007.0,5.55,sale,599900
c96a1db1721c863bbb371a469fcde5ad,wroclaw,51.156974,17.0368205,3.0,53.55,3.0,3.0,blockOfFlats,2020.0,5.17,sale,696000
d03212e6f8f0ae0a7a6f043cc1bf3fb3,wroclaw,51.0715,16.9903,2.0,56.0,2.0,5.0,blockOfFlats,2000.0,5.16,sale,680000
a166934dcf7bba5c345c484f694ed07a,wroclaw,51.0816,17.0378,2.0,39.0,6.0,6.0,apartmentBuilding,2022.0,3.28,sale,550000
e9a1e243ba1f8cf5bd54a5404801cd03,wroclaw,51.1213363,17.0322687,2.0,42.29,1.0,6.0,blockOfFlats,2015.0,1.2,sale,809000
b0c279ff46d4488a88d6d147eebe30c6,wroclaw,51.06116,16.99795,3.0,46.06,4.0,4.0,apartmentBuilding,2008.0,5.94,sale,619999
a36aae5d84b62ad04dab2b6532025e64,wroclaw,51.09878,16.94119,3.0,66.0,2.0,3.0,blockOfFlats,2011.0,6.33,sale,740000
9bd0f5aeeaa7bf0e8d5b2be7bdeb17e9,wroclaw,51.0996,17.1579,1.0,28.0,1.0,2.0,blockOfFlats,2023.0,9.03,sale,417000
3c5f339f20d7c8b3af07823e3d3cdbb7,wroclaw,51.0623632,16.9940942,3.0,94.24,1.0,5.0,apartmentBuilding,2015.0,5.92,sale,1220000
ea30b28b27ea4221c8896d5848e7e343,wroclaw,51.1119668702112,17.0369733241818,2.0,38.65,2.0,3.0,tenement,1920.0,0.52,sale,799000
7eecf1e53351b2223c33db6ce9d19cf5,wroclaw,51.0886868,17.0087971,4.0,71.4,3.0,4.0,tenement,1926.0,2.85,sale,840000
60f081db4719158134906eec8f810ed8,wroclaw,51.0538,17.0607,1.0,28.13,1.0,3.0,blockOfFlats,2017.0,6.69,sale,465000
ff581e32835fb2705e845220258d3471,wroclaw,51.1588,17.1371,4.0,83.5,4.0,4.0,blockOfFlats,2009.0,9.2,sale,824900
1df4a329a6e283be0b0761b7d09551c5,wroclaw,51.1175,17.0511,3.0,72.05,4.0,6.0,apartmentBuilding,2022.0,1.67,sale,1356000
6ba1114dd3982d2e03513f4527566042,wroclaw,51.12414205,16.96642041,4.0,73.71,3.0,3.0,blockOfFlats,1972.0,4.67,sale,849000
f5a90fb6412b4e0cd8dc7f83b4aa3d04,wroclaw,51.0786,17.0532,2.0,43.0,2.0,4.0,blockOfFlats,2002.0,3.93,sale,599000
2ff74d33d6228445fdf66a4eb93f6819,wroclaw,51.0979964,17.0017842,4.0,73.14,2.0,4.0,tenement,1930.0,2.41,sale,850000
ba16cc14d1fb0b6f078fecfb6e0b83aa,wroclaw,51.16381,17.00103,3.0,86.16,1.0,2.0,blockOfFlats,2014.0,6.24,sale,959000
158d9c85e5a4a0b8712ecbaaba24b4b9,wroclaw,51.0733,17.08869,2.0,38.0,1.0,4.0,blockOfFlats,2009.0,5.85,sale,595000
5cb86eed28310fbf7093a7cc57712d33,wroclaw,51.11716397,17.00381359,2.0,40.0,3.0,4.0,blockOfFlats,1980.0,1.95,sale,495000
e300c0b91ac4f2233ff77db3c71eabff,wroclaw,51.07657,16.9891,3.0,58.0,4.0,4.0,apartmentBuilding,2024.0,4.74,sale,1130000
cfa99ce82c0aa7cc99673410e6607b4c,wroclaw,51.1030379,17.0291715,2.0,46.9,2.0,4.0,tenement,1950.0,0.85,sale,650000
8ff2a2b9708449d06ff7ebc4a786e032,wroclaw,51.1220467,17.0544595,2.0,53.0,3.0,4.0,tenement,1950.0,2.13,sale,799000
a4322a9b88ca650d8e26a13e6cd685b3,wroclaw,51.166611,17.1339871,2.0,51.42,1.0,2.0,tenement,1925.0,9.57,sale,465000
f8d711d53c836eef609aa479b4cf2b79,wroclaw,51.09395936,17.00283739,2.0,66.5,1.0,3.0,tenement,1930.0,2.65,sale,839000
84ec3176537e21497414f0c826bf3b4d,wroclaw,51.0934137,17.0048512,3.0,47.0,8.0,11.0,blockOfFlats,1970.0,2.59,sale,650000
fb965ce658b9a922b3d0434eced7a6dc,wroclaw,51.1316525,17.0647214,2.0,40.5,3.0,4.0,tenement,1930.0,3.37,sale,429000
045234d2df7fee03ef9a35d462c8aacb,wroclaw,51.0893211,17.0159984,1.0,27.0,6.0,10.0,blockOfFlats,1980.0,2.56,sale,429000
27dcc18fd3cacf0640463e94eca3e081,wroclaw,51.08972292,17.03824997,3.0,58.0,1.0,4.0,blockOfFlats,1960.0,2.41,sale,754000
e682c8d01afb409a1e389f91cc33203b,wroclaw,51.1156,17.0583,5.0,110.4,1.0,4.0,tenement,1930.0,2.06,sale,1499000
e8a65a8e22124b6ce08de82ada78b9b4,wroclaw,51.1269407,16.9937035,3.0,86.0,2.0,7.0,apartmentBuilding,2023.0,3.1,sale,1549000
763608f8f95c8ef71f25ddd421021680,wroclaw,51.166611,17.1339871,2.0,47.0,2.0,3.0,blockOfFlats,1999.0,9.57,sale,555000
377b827e679dbce39e54a035033f05b8,wroclaw,51.0538,17.0607,2.0,40.0,3.0,3.0,blockOfFlats,2018.0,6.69,sale,600000
d604ae1b073ac3b936f1916ca78f5bdb,wroclaw,51.09360431,16.9896698,2.0,54.0,4.0,4.0,tenement,1910.0,3.39,sale,580000
450b5e88f2716c1903bceb8ea2a39d88,wroclaw,51.1220467,17.0544595,4.0,64.0,4.0,4.0,tenement,1920.0,2.13,sale,580000
9c3da8bb8a0eb07c2bc8b3cedefdf054,wroclaw,51.1389,16.978,3.0,56.2,2.0,4.0,blockOfFlats,2012.0,4.79,sale,750000
db9b6f837df91897b24dfcd2202d1991,wroclaw,51.1172,17.0469,4.0,79.02,1.0,6.0,apartmentBuilding,2017.0,1.4,sale,1600000
62987c6a04361db5db1dc858411c74ea,wroclaw,51.1176215,17.0121574,3.0,56.0,4.0,4.0,blockOfFlats,1968.0,1.45,sale,766000
d0fc146cbe69791d5759be5cf091a606,wroclaw,51.10230372,17.00185206,5.0,94.0,7.0,7.0,apartmentBuilding,2007.0,2.16,sale,1225000
5332278873d2915d97516f41b1018837,wroclaw,51.1001943,17.1593698,1.0,28.0,1.0,2.0,blockOfFlats,2022.0,9.12,sale,417000
